dt,close,Soma_Volumes,return,position_linear_regression,return_linear_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_regression,return_lgbm_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_regression,return_xgboost_regression,position_xgboost_classifier,return_xgboost_classifier,position_gnb,return_gnb,position_random_forest,return_random_forest,position_svc,return_svc,position_linear_svc,return_linear_svc
19/08/20,137.5,6,0.043904392,1,-0.071593653,1,-0.071593653,1,-0.071593653,0,0,0,0,0,0,0,0,1,-0.071593653,0,0,0,0,0,0
20/08/20,128,2,-0.071593653,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,1,0.028604811,0,0
21/08/20,131.7142857,7,0.028604811,1,0.13000022,1,0.13000022,1,0.13000022,1,0.13000022,1,0.13000022,1,0.13000022,1,0.13000022,1,0.13000022,1,0.13000022,0,0,0,0
25/08/20,150,2,0.13000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/08/20,135,10,-0.105360516,1,0.009675266,1,0.009675266,1,0.009675266,1,0.009675266,1,0.009675266,1,0.009675266,1,0.009675266,1,0.009675266,1,0.009675266,0,0,0,0
31/08/20,136.3125,8,0.009675266,1,-0.047415594,1,-0.047415594,1,-0.047415594,0,0,0,0,0,0,0,0,1,-0.047415594,0,0,0,0,0,0
03/09/20,130,2,-0.047415594,1,0.015267472,1,0.015267472,1,0.015267472,1,0.015267472,1,0.015267472,1,0.015267472,1,0.015267472,1,0.015267472,1,0.015267472,0,0,0,0
04/09/20,132,3,0.015267472,1,0.026169718,1,0.026169718,1,0.026169718,1,0.026169718,1,0.026169718,1,0.026169718,1,0.026169718,1,0.026169718,1,0.026169718,0,0,0,0
09/09/20,135.5,2,0.026169718,1,-0.003696862,1,-0.003696862,0,0,1,-0.003696862,1,-0.003696862,1,-0.003696862,1,-0.003696862,1,-0.003696862,0,0,0,0,0,0
10/09/20,135,7,-0.003696862,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,1,0.3930425881096070,0,0,0,0
11/09/20,200,5,0.3930425881096070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/20,136.0555556,18,-0.385254067,1,0.021010874,1,0.021010874,1,0.021010874,1,0.021010874,1,0.021010874,1,0.021010874,1,0.021010874,1,0.021010874,1,0.021010874,0,0,1,0.021010874
15/09/20,138.9444444,18,0.021010874,1,0.040933943,1,0.040933943,1,0.040933943,1,0.040933943,1,0.040933943,1,0.040933943,0,0,1,0.040933943,1,0.040933943,0,0,1,0.040933943
16/09/20,144.75,12,0.040933943,1,-0.066036476,1,-0.066036476,1,-0.066036476,0,0,0,0,0,0,0,0,1,-0.066036476,0,0,0,0,0,0
17/09/20,135.5,2.5,-0.066036476,1,0.004932465,1,0.004932465,1,0.004932465,1,0.004932465,1,0.004932465,1,0.004932465,1,0.004932465,1,0.004932465,1,0.004932465,0,0,1,0.004932465
18/09/20,136.17,6.5,0.004932465,1,0.063486236,1,0.063486236,1,0.063486236,1,0.063486236,1,0.063486236,1,0.063486236,1,0.063486236,1,0.063486236,1,0.063486236,0,0,0,0
21/09/20,145.0952381,21,0.063486236,1,0.019821933,0,0,0,0,1,0.019821933,1,0.019821933,1,0.019821933,0,0,0,0,1,0.019821933,0,0,0,0
22/09/20,148,3,0.019821933,0,0,0,0,0,0,1,0.008689613,1,0.008689613,1,0.008689613,1,0.008689613,0,0,1,0.008689613,0,0,0,0
23/09/20,149.2916667,24,0.008689613,0,0,0,0,0,0,1,0.027391431,1,0.027391431,1,0.027391431,0,0,0,0,1,0.027391431,0,0,0,0
24/09/20,153.4375,8,0.027391431,0,0,0,0,0,0,0,0,1,0.018600239,1,0.018600239,0,0,0,0,1,0.018600239,0,0,0,0
25/09/20,156.3181818,11,0.018600239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/09/20,153.2916667,24,-0.019551132,0,0,1,0.011082692,0,0,1,0.011082692,1,0.011082692,1,0.011082692,0,0,1,0.011082692,1,0.011082692,0,0,0,0
29/09/20,155,5,0.011082692,1,-0.020861252,1,-0.020861252,0,0,0,0,0,0,0,0,1,-0.020861252,1,-0.020861252,0,0,0,0,0,0
30/09/20,151.8,25,-0.020861252,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,1,0.039352819,0,0
01/10/20,157.8928571,7,0.039352819,0,0,0,0,0,0,1,0.015338298,1,0.015338298,1,0.015338298,0,0,0,0,1,0.015338298,0,0,0,0
02/10/20,160.3333333,21,0.015338298,0,0,0,0,0,0,1,0.020576858,1,0.020576858,1,0.020576858,0,0,0,0,1,0.020576858,0,0,0,0
05/10/20,163.6666667,15,0.020576858,0,0,0,0,0,0,1,-0.008321628,0,0,1,-0.008321628,0,0,0,0,0,0,0,0,0,0
06/10/20,162.3103448,14.5,-0.008321628,1,0.1033611657372950,1,0.1033611657372950,1,0.1033611657372950,1,0.1033611657372950,1,0.1033611657372950,1,0.1033611657372950,1,0.1033611657372950,0,0,1,0.1033611657372950,0,0,0,0
07/10/20,179.9846154,32.5,0.1033611657372950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/20,171.7875,16,-0.046613129,1,-0.083663215,1,-0.083663215,1,-0.083663215,0,0,0,0,0,0,1,-0.083663215,0,0,0,0,0,0,0,0
09/10/20,158,15,-0.083663215,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,1,0.067303682,0,0
13/10/20,169,4,0.067303682,1,0.000657246,1,0.000657246,1,0.000657246,0,0,0,0,0,0,0,0,0,0,1,0.000657246,0,0,0,0
14/10/20,169.1111111,27,0.000657246,1,-0.028079701,1,-0.028079701,1,-0.028079701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/20,164.4285714,14,-0.028079701,1,-0.074914058,1,-0.074914058,1,-0.074914058,0,0,0,0,0,0,1,-0.074914058,0,0,0,0,0,0,0,0
16/10/20,152.5606469,14.84,-0.074914058,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,1,0.015862915,0,0
20/10/20,155,4.5,0.015862915,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,1,0.1775447701986370,0,0
21/10/20,185.1136364,22,0.1775447701986370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/10/20,175.0090909,22,-0.056131966,1,0.1120004142447040,1,0.1120004142447040,1,0.1120004142447040,1,0.1120004142447040,1,0.1120004142447040,1,0.1120004142447040,1,0.1120004142447040,0,0,1,0.1120004142447040,0,0,0,0
23/10/20,195.75,46,0.1120004142447040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/20,177.3333333,6,-0.098807134,1,0.030212253,1,0.030212253,1,0.030212253,1,0.030212253,1,0.030212253,1,0.030212253,1,0.030212253,0,0,1,0.030212253,0,0,0,0
28/10/20,182.7727273,16.5,0.030212253,1,0.010308945,1,0.010308945,1,0.010308945,1,0.010308945,1,0.010308945,1,0.010308945,1,0.010308945,0,0,1,0.010308945,0,0,0,0
29/10/20,184.6666667,15,0.010308945,1,0.04662175,1,0.04662175,1,0.04662175,1,0.04662175,1,0.04662175,1,0.04662175,1,0.04662175,0,0,1,0.04662175,0,0,0,0
30/10/20,193.48,5,0.04662175,1,-0.004841895,1,-0.004841895,0,0,1,-0.004841895,1,-0.004841895,1,-0.004841895,1,-0.004841895,0,0,0,0,0,0,0,0
03/11/20,192.5454545,22,-0.004841895,1,0.005871163,0,0,0,0,1,0.005871163,1,0.005871163,1,0.005871163,1,0.005871163,0,0,1,0.005871163,0,0,0,0
04/11/20,193.6792453,26.5,0.005871163,1,0.061672753,1,0.061672753,0,0,1,0.061672753,1,0.061672753,1,0.061672753,1,0.061672753,0,0,1,0.061672753,0,0,0,0
05/11/20,206,5,0.061672753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/11/20,206,12,0,1,0.007255171,0,0,0,0,0,0,1,0.007255171,1,0.007255171,0,0,0,0,1,0.007255171,0,0,0,0
09/11/20,207.5,5,0.007255171,1,-0.083905581,1,-0.083905581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/20,190.8,34,-0.083905581,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,1,0.065650711,0,0
11/11/20,203.7464789,14.2,0.065650711,1,-0.060320747,1,-0.060320747,0,0,0,0,0,0,0,0,1,-0.060320747,0,0,0,0,0,0,0,0
12/11/20,191.8196721,30.5,-0.060320747,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,1,0.1370718233067150,0,0
13/11/20,220,5,0.1370718233067150,1,-0.117002091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/11/20,195.7083333,24,-0.117002091,1,0.046384523,1,0.046384523,1,0.046384523,1,0.046384523,1,0.046384523,1,0.046384523,1,0.046384523,0,0,1,0.046384523,0,0,0,0
17/11/20,205,13,0.046384523,1,0.027493141,1,0.027493141,0,0,1,0.027493141,1,0.027493141,1,0.027493141,1,0.027493141,0,0,1,0.027493141,0,0,0,0
18/11/20,210.7142857,35,0.027493141,1,0.078717188,1,0.078717188,0,0,1,0.078717188,1,0.078717188,1,0.078717188,0,0,0,0,1,0.078717188,0,0,0,0
19/11/20,227.9714286,17.5,0.078717188,1,0.043050366,0,0,0,0,1,0.043050366,1,0.043050366,1,0.043050366,0,0,0,0,1,0.043050366,0,0,0,0
20/11/20,238,1.5,0.043050366,1,-0.106962438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/11/20,213.8571429,10.5,-0.106962438,1,0.073515144,1,0.073515144,1,0.073515144,1,0.073515144,1,0.073515144,1,0.073515144,1,0.073515144,0,0,1,0.073515144,0,0,0,0
24/11/20,230.1712,37.5,0.073515144,1,-0.0865591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/11/20,211.0857143,10.5,-0.0865591,1,-0.071601849,1,-0.071601849,1,-0.071601849,1,-0.071601849,1,-0.071601849,1,-0.071601849,1,-0.071601849,0,0,1,-0.071601849,1,-0.071601849,0,0
26/11/20,196.5,12,-0.071601849,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,1,0.1435617462397630,0,0
27/11/20,226.8352941,25.5,0.1435617462397630,1,0.035361337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/11/20,235,4.5,0.035361337,1,-0.166280689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/20,199,15,-0.166280689,1,-0.12282083,1,-0.12282083,1,-0.12282083,1,-0.12282083,1,-0.12282083,1,-0.12282083,1,-0.12282083,0,0,1,-0.12282083,1,-0.12282083,0,0
02/12/20,176,15,-0.12282083,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
03/12/20,176,7.5,0,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071,1,-0.003795071
04/12/20,175.3333333,15,-0.003795071,1,0.037317763,1,0.037317763,1,0.037317763,1,0.037317763,1,0.037317763,1,0.037317763,1,0.037317763,0,0,1,0.037317763,1,0.037317763,1,0.037317763
07/12/20,182,1.5,0.037317763,1,0.1549353012876770,1,0.1549353012876770,1,0.1549353012876770,1,0.1549353012876770,1,0.1549353012876770,1,0.1549353012876770,1,0.1549353012876770,0,0,1,0.1549353012876770,0,0,0,0
09/12/20,212.5,6,0.1549353012876770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/20,171,10,-0.217278432,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,1,0.06131238,0,0
14/12/20,181.8125,8,0.06131238,1,-0.010019085,1,-0.010019085,1,-0.010019085,1,-0.010019085,1,-0.010019085,1,-0.010019085,1,-0.010019085,0,0,1,-0.010019085,0,0,0,0
16/12/20,180,12,-0.010019085,1,0.005245332,1,0.005245332,1,0.005245332,1,0.005245332,1,0.005245332,1,0.005245332,1,0.005245332,0,0,1,0.005245332,0,0,0,0
17/12/20,180.9466403,25.3,0.005245332,1,0.010341374,1,0.010341374,1,0.010341374,1,0.010341374,1,0.010341374,1,0.010341374,1,0.010341374,0,0,1,0.010341374,0,0,0,0
18/12/20,182.8275862,29,0.010341374,0,0,0,0,0,0,1,0.074271836,1,0.074271836,1,0.074271836,1,0.074271836,0,0,1,0.074271836,0,0,0,0
22/12/20,196.9235127,14.12,0.074271836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/12/20,219,13,0.1062563366340750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/21,185,6,-0.168715905,1,0.018661799,1,0.018661799,1,0.018661799,1,0.018661799,1,0.018661799,1,0.018661799,1,0.018661799,0,0,1,0.018661799,0,0,0,0
07/01/21,188.4848485,9.9,0.018661799,1,0.008006448,1,0.008006448,1,0.008006448,0,0,0,0,0,0,1,0.008006448,0,0,1,0.008006448,0,0,0,0
11/01/21,190,5,0.008006448,1,-0.141078598,1,-0.141078598,1,-0.141078598,0,0,0,0,0,0,1,-0.141078598,0,0,1,-0.141078598,0,0,0,0
12/01/21,165,10,-0.141078598,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668,1,0.016935668
13/01/21,167.8181818,11,0.016935668,1,0.053739289,1,0.053739289,1,0.053739289,1,0.053739289,1,0.053739289,1,0.053739289,1,0.053739289,1,0.053739289,0,0,1,0.053739289,0,0
14/01/21,177.0833333,3.6,0.053739289,1,0.1188357026964870,1,0.1188357026964870,0,0,1,0.1188357026964870,1,0.1188357026964870,1,0.1188357026964870,1,0.1188357026964870,0,0,1,0.1188357026964870,0,0,0,0
19/01/21,199.4285714,14,0.1188357026964870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/21,200.4541063,10.35,0.00512919,0,0,0,0,0,0,0,0,0,0,1,0.003430063,0,0,0,0,0,0,0,0,0,0
21/01/21,201.1428571,21,0.003430063,0,0,0,0,0,0,0,0,0,0,1,-0.159432121,0,0,0,0,0,0,0,0,0,0
22/01/21,171.5,10,-0.159432121,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,1,0.1284162919577520,0,0
25/01/21,195,2.5,0.1284162919577520,1,0.1206279877886150,0,0,0,0,1,0.1206279877886150,1,0.1206279877886150,1,0.1206279877886150,1,0.1206279877886150,0,0,1,0.1206279877886150,0,0,0,0
26/01/21,220,5,0.1206279877886150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/01/21,129.057,10,-0.533373379,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930,1,0.2442642639686930
01/02/21,164.7647059,17,0.2442642639686930,1,0.070156375,1,0.070156375,1,0.070156375,0,0,1,0.070156375,1,0.070156375,1,0.070156375,0,0,1,0.070156375,0,0,0,0
05/02/21,176.7391304,23,0.070156375,1,0.098324753,1,0.098324753,1,0.098324753,0,0,1,0.098324753,1,0.098324753,1,0.098324753,0,0,1,0.098324753,0,0,0,0
09/02/21,195,5,0.098324753,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
11/02/21,195,1,0,0,0,0,0,0,0,1,0.002560821,0,0,1,0.002560821,1,0.002560821,0,0,0,0,0,0,0,0
12/02/21,195.5,10,0.002560821,0,0,0,0,0,0,1,-0.1515964,1,-0.1515964,1,-0.1515964,1,-0.1515964,0,0,0,0,0,0,0,0
17/02/21,168,5,-0.1515964,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,1,0.1515964000221620,0,0
18/02/21,195.5,10,0.1515964000221620,1,-0.000639591,0,0,0,0,1,-0.000639591,1,-0.000639591,1,-0.000639591,1,-0.000639591,0,0,0,0,0,0,0,0
19/02/21,195.375,8,-0.000639591,1,-0.00706263,0,0,0,0,1,-0.00706263,1,-0.00706263,1,-0.00706263,1,-0.00706263,0,0,1,-0.00706263,0,0,0,0
22/02/21,194,4,-0.00706263,1,-0.02787637,1,-0.02787637,0,0,1,-0.02787637,1,-0.02787637,1,-0.02787637,1,-0.02787637,0,0,1,-0.02787637,0,0,0,0
24/02/21,188.6666667,12,-0.02787637,1,0.007042283,1,0.007042283,1,0.007042283,1,0.007042283,1,0.007042283,1,0.007042283,1,0.007042283,0,0,1,0.007042283,0,0,0,0
25/02/21,190,10,0.007042283,1,-0.010582109,1,-0.010582109,0,0,1,-0.010582109,1,-0.010582109,1,-0.010582109,1,-0.010582109,0,0,1,-0.010582109,0,0,0,0
26/02/21,188,15,-0.010582109,1,-0.016386483,1,-0.016386483,1,-0.016386483,0,0,1,-0.016386483,0,0,1,-0.016386483,0,0,1,-0.016386483,1,-0.016386483,0,0
02/03/21,184.9444444,27,-0.016386483,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,1,-0.018533879,0,0
03/03/21,181.5482759,29,-0.018533879,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,1,-0.002647869,0,0
04/03/21,181.0681957,32.7,-0.002647869,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,1,0.040591479,0,0
10/03/21,188.5692308,13,0.040591479,1,0.012808217,0,0,0,0,1,0.012808217,1,0.012808217,1,0.012808217,1,0.012808217,0,0,1,0.012808217,0,0,0,0
12/03/21,191,1,0.012808217,1,0.017901633,0,0,0,0,1,0.017901633,0,0,1,0.017901633,1,0.017901633,0,0,1,0.017901633,0,0,0,0
16/03/21,194.45,20,0.017901633,0,0,0,0,0,0,1,-0.097863494,1,-0.097863494,1,-0.097863494,1,-0.097863494,0,0,1,-0.097863494,0,0,0,0
17/03/21,176.3219467,42.74,-0.097863494,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,1,-0.034162952,0,0
18/03/21,170.4,50,-0.034162952,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,1,0.1088754577652700,0,0
22/03/21,190,5,0.1088754577652700,0,0,0,0,0,0,1,-0.054067221,1,-0.054067221,1,-0.054067221,1,-0.054067221,0,0,1,-0.054067221,0,0,0,0
23/03/21,180,10,-0.054067221,1,0.1078573958564140,1,0.1078573958564140,1,0.1078573958564140,1,0.1078573958564140,1,0.1078573958564140,1,0.1078573958564140,1,0.1078573958564140,0,0,1,0.1078573958564140,0,0,0,0
26/03/21,200.5,5,0.1078573958564140,0,0,0,0,0,0,1,0.007453451,1,0.007453451,1,0.007453451,0,0,0,0,1,0.007453451,0,0,0,0
30/03/21,202,2,0.007453451,0,0,0,0,0,0,1,0.004938282,1,0.004938282,1,0.004938282,0,0,0,0,0,0,0,0,0,0
31/03/21,203,5,0.004938282,0,0,0,0,0,0,1,-0.100781734,1,-0.100781734,1,-0.100781734,1,-0.100781734,0,0,1,-0.100781734,0,0,0,0
01/04/21,183.5384615,13,-0.100781734,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,1,0.008811143,0,0
06/04/21,185.1627907,21.5,0.008811143,1,0.111483405,1,0.111483405,1,0.111483405,1,0.111483405,1,0.111483405,1,0.111483405,1,0.111483405,0,0,1,0.111483405,1,0.111483405,0,0
07/04/21,207,8,0.111483405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/04/21,191.4318182,44,-0.078187089,1,0.1135190001656100,1,0.1135190001656100,1,0.1135190001656100,1,0.1135190001656100,1,0.1135190001656100,1,0.1135190001656100,1,0.1135190001656100,0,0,1,0.1135190001656100,1,0.1135190001656100,0,0
09/04/21,214.4444444,31.5,0.1135190001656100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/21,218.6294118,42.5,0.019327408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/04/21,199.0833333,12,-0.093654615,1,0.075844942,1,0.075844942,1,0.075844942,1,0.075844942,1,0.075844942,1,0.075844942,1,0.075844942,0,0,1,0.075844942,0,0,0,0
14/04/21,214.7701613,124,0.075844942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/04/21,209.7570093,42.8,-0.023618677,0,0,0,0,0,0,1,0.07199651,1,0.07199651,0,0,0,0,0,0,1,0.07199651,0,0,0,0
16/04/21,225.4157044,86.6,0.07199651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/04/21,205.375,8,-0.093108696,1,0.069729967,1,0.069729967,1,0.069729967,0,0,1,0.069729967,0,0,0,0,0,0,1,0.069729967,0,0,0,0
23/04/21,220.2068966,29,0.069729967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/04/21,234.5555556,9,0.063124927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/04/21,234.25,8,-0.001303549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/04/21,212.8611111,36,-0.095749029,1,0.1023440955889760,1,0.1023440955889760,1,0.1023440955889760,1,0.1023440955889760,1,0.1023440955889760,1,0.1023440955889760,0,0,0,0,1,0.1023440955889760,1,0.1023440955889760,0,0
29/04/21,235.8,15,0.1023440955889760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/04/21,223.3603604,22.2,-0.054197555,0,0,0,0,1,-0.145972408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/21,193.0239018,30.96,-0.145972408,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650,1,0.1607395547339650
04/05/21,226.6832298,16.1,0.1607395547339650,1,-0.058512581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/05/21,213.8,20,-0.058512581,1,0.1145557151726030,1,0.1145557151726030,1,0.1145557151726030,0,0,0,0,0,0,0,0,0,0,1,0.1145557151726030,0,0,0,0
06/05/21,239.75,4,0.1145557151726030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/05/21,245.25,2,0.022681385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/05/21,246.804878,12.3,0.006319959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/21,212.2272727,22,-0.150940315,1,0.1359522480938490,1,0.1359522480938490,1,0.1359522480938490,0,0,1,0.1359522480938490,1,0.1359522480938490,0,0,1,0.1359522480938490,1,0.1359522480938490,1,0.1359522480938490,0,0
12/05/21,243.1333333,15,0.1359522480938490,1,0.006551061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/05/21,244.7313433,67,0.006551061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/05/21,199.5068493,14.6,-0.204312483,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355,1,0.067149355
18/05/21,213.3636364,11,0.067149355,1,0.1163902183876860,0,0,1,0.1163902183876860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/05/21,239.7,10,0.1163902183876860,1,0.1166191906518340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/05/21,269.3488372,43,0.1166191906518340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/05/21,218.5714286,7,-0.208894467,1,0.1672551705275080,1,0.1672551705275080,1,0.1672551705275080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/05/21,258.3636364,11,0.1672551705275080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/05/21,274.1391586,6.18,0.05926782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/05/21,244,14,-0.11646763,1,0.105642238,0,0,1,0.105642238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/05/21,271.1875,16,0.105642238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/05/21,249.9230769,13,-0.081657285,0,0,0,0,1,0.061068151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/21,265.6610714,56,0.061068151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/06/21,270.4285714,14,0.017786673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/21,307.2,5,0.1274909991195080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/21,247.3809524,21,-0.216569535,1,0.293703369,1,0.293703369,1,0.293703369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/06/21,331.8333333,12,0.293703369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/06/21,343.3333333,1.5,0.034068958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/06/21,338.1875,16,-0.015101317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
