,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc
2488,2021-10-08,SE CON MEN NOV/21,SE,2021-12-01,291.7,220.50263969832017,1.0,351.0,53.0,297.0
2489,2021-10-09,SE CON MEN NOV/21,SE,2021-12-01,,225.45678625390656,1.0,351.0,52.0,298.0
2490,2021-10-10,SE CON MEN NOV/21,SE,2021-12-01,,230.41093280949298,1.0,351.0,51.0,299.0
2491,2021-10-11,SE CON MEN NOV/21,SE,2021-12-01,31.5,235.36507936507937,1.0,351.0,50.0,300.0
2492,2021-10-12,SE CON MEN NOV/21,SE,2021-12-01,,223.7883987462847,1.0,351.0,49.0,301.0
2493,2021-10-13,SE CON MEN NOV/21,SE,2021-12-01,200.8,212.21171812749006,1.0,351.0,48.0,302.0
2494,2021-10-14,SE CON MEN NOV/21,SE,2021-12-01,287.34,190.8723359086796,1.0,351.0,47.0,303.0
2495,2021-10-15,SE CON MEN NOV/21,SE,2021-12-01,229.9,176.36963897346672,1.0,351.0,46.0,304.0
2496,2021-10-16,SE CON MEN NOV/21,SE,2021-12-01,,171.50636663513012,1.0,351.0,45.0,305.0
2497,2021-10-17,SE CON MEN NOV/21,SE,2021-12-01,,166.64309429679355,1.0,351.0,44.0,306.0
2498,2021-10-18,SE CON MEN NOV/21,SE,2021-12-01,168.5,161.77982195845695,1.0,351.0,43.0,307.0
2499,2021-10-19,SE CON MEN NOV/21,SE,2021-12-01,111.0,170.53369369369366,1.0,351.0,42.0,308.0
2500,2021-10-20,SE CON MEN NOV/21,SE,2021-12-01,307.6,164.41433680104032,1.0,351.0,41.0,309.0
2501,2021-10-21,SE CON MEN NOV/21,SE,2021-12-01,111.4,155.20007181328546,1.0,351.0,40.0,310.0
2502,2021-10-22,SE CON MEN NOV/21,SE,2021-12-01,187.47,155.0691844028378,1.0,351.0,39.0,311.0
2503,2021-10-23,SE CON MEN NOV/21,SE,2021-12-01,,146.05423190635221,1.0,351.0,38.0,312.0
2504,2021-10-24,SE CON MEN NOV/21,SE,2021-12-01,,137.03927940986665,1.0,351.0,37.0,313.0
2505,2021-10-25,SE CON MEN NOV/21,SE,2021-12-01,198.34,128.02432691338106,1.0,351.0,36.0,314.0
2506,2021-10-26,SE CON MEN NOV/21,SE,2021-12-01,121.5,118.05473251028806,1.0,351.0,35.0,315.0
2507,2021-10-27,SE CON MEN NOV/21,SE,2021-12-01,172.7,128.97148233931674,1.0,351.0,34.0,316.0
2508,2021-10-28,SE CON MEN NOV/21,SE,2021-12-01,142.2,128.40324191279888,1.0,351.0,33.0,317.0
2509,2021-10-29,SE CON MEN NOV/21,SE,2021-12-01,94.9,132.8577449947313,1.0,351.0,32.0,318.0
2510,2021-10-30,SE CON MEN NOV/21,SE,2021-12-01,,129.53241848446004,1.0,351.0,31.0,319.0
2511,2021-10-31,SE CON MEN NOV/21,SE,2021-12-01,,126.20709197418878,1.0,351.0,30.0,320.0
2512,2021-11-01,SE CON MEN DEZ/21,SE,2022-01-01,157.04,139.92384105960264,1.0,424.0,60.0,363.0
2513,2021-11-02,SE CON MEN DEZ/21,SE,2022-01-01,,130.27054409408436,1.0,424.0,59.0,364.0
2514,2021-11-03,SE CON MEN DEZ/21,SE,2022-01-01,269.9,120.6172471285661,1.0,424.0,58.0,365.0
2515,2021-11-04,SE CON MEN DEZ/21,SE,2022-01-01,134.0,124.01316417910449,1.0,424.0,57.0,366.0
2516,2021-11-05,SE CON MEN DEZ/21,SE,2022-01-01,180.4,112.15526607538803,1.0,424.0,56.0,367.0
2517,2021-11-06,SE CON MEN DEZ/21,SE,2022-01-01,,108.2864749281274,1.0,424.0,55.0,368.0
2518,2021-11-07,SE CON MEN DEZ/21,SE,2022-01-01,,104.4176837808668,1.0,424.0,54.0,369.0
2519,2021-11-08,SE CON MEN DEZ/21,SE,2022-01-01,207.7,100.54889263360617,1.0,424.0,53.0,370.0
2520,2021-11-09,SE CON MEN DEZ/21,SE,2022-01-01,,98.08444631680308,1.0,424.0,52.0,371.0
2521,2021-11-10,SE CON MEN DEZ/21,SE,2022-01-01,126.5,95.62,1.0,424.0,51.0,372.0
2522,2021-11-11,SE CON MEN DEZ/21,SE,2022-01-01,71.6,90.18025139664805,1.0,424.0,50.0,373.0
2523,2021-11-12,SE CON MEN DEZ/21,SE,2022-01-01,88.8,94.2981981981982,1.0,424.0,49.0,374.0
2524,2021-11-13,SE CON MEN DEZ/21,SE,2022-01-01,,95.30254773121746,1.0,424.0,48.0,375.0
2525,2021-11-14,SE CON MEN DEZ/21,SE,2022-01-01,,96.30689726423671,1.0,424.0,47.0,376.0
2526,2021-11-15,SE CON MEN DEZ/21,SE,2022-01-01,,97.31124679725596,1.0,424.0,46.0,377.0
2527,2021-11-16,SE CON MEN DEZ/21,SE,2022-01-01,54.5,98.31559633027523,1.0,424.0,45.0,378.0
2528,2021-11-17,SE CON MEN DEZ/21,SE,2022-01-01,163.0,86.38785889570553,1.0,424.0,44.0,379.0
2529,2021-11-18,SE CON MEN DEZ/21,SE,2022-01-01,83.46000000000001,85.60579918523844,1.0,424.0,43.0,380.0
2530,2021-11-19,SE CON MEN DEZ/21,SE,2022-01-01,43.4,85.5130875576037,1.0,424.0,42.0,381.0
2531,2021-11-20,SE CON MEN DEZ/21,SE,2022-01-01,,88.43442670160412,1.0,424.0,41.0,382.0
2532,2021-11-21,SE CON MEN DEZ/21,SE,2022-01-01,,91.35576584560457,1.0,424.0,40.0,383.0
2533,2021-11-22,SE CON MEN DEZ/21,SE,2022-01-01,115.44,94.277104989605,1.0,424.0,39.0,384.0
2534,2021-11-23,SE CON MEN DEZ/21,SE,2022-01-01,105.3,87.31177587844255,1.0,424.0,38.0,385.0
2535,2021-11-24,SE CON MEN DEZ/21,SE,2022-01-01,90.0,84.95037777777779,1.0,424.0,37.0,386.0
2536,2021-11-25,SE CON MEN DEZ/21,SE,2022-01-01,65.0,79.82338461538463,1.0,424.0,36.0,387.0
2537,2021-11-26,SE CON MEN DEZ/21,SE,2022-01-01,58.6,74.73225255972697,1.0,424.0,35.0,388.0
2538,2021-11-27,SE CON MEN DEZ/21,SE,2022-01-01,,75.28961764851363,1.0,424.0,34.0,389.0
2539,2021-11-28,SE CON MEN DEZ/21,SE,2022-01-01,,75.8469827373003,1.0,424.0,33.0,390.0
2540,2021-11-29,SE CON MEN DEZ/21,SE,2022-01-01,92.0,76.40434782608695,1.0,424.0,32.0,391.0
2541,2021-11-30,SE CON MEN DEZ/21,SE,2022-01-01,102.6,76.75584795321637,1.0,424.0,31.0,392.0
2542,2021-12-01,SE CON MEN JAN/22,SE,2022-02-01,74.4,183.49529569892474,1.0,249.0,61.0,187.0
2543,2021-12-02,SE CON MEN JAN/22,SE,2022-02-01,,195.40263241644703,1.0,249.0,60.0,188.0
2544,2021-12-03,SE CON MEN JAN/22,SE,2022-02-01,,207.30996913396933,1.0,249.0,59.0,189.0
2545,2021-12-04,SE CON MEN JAN/22,SE,2022-02-01,,219.21730585149163,1.0,249.0,58.0,190.0
2546,2021-12-05,SE CON MEN JAN/22,SE,2022-02-01,,231.12464256901396,1.0,249.0,57.0,191.0
2547,2021-12-06,SE CON MEN JAN/22,SE,2022-02-01,260.7,243.03197928653626,1.0,249.0,56.0,192.0
2548,2021-12-07,SE CON MEN JAN/22,SE,2022-02-01,148.5,229.83493602693602,1.0,249.0,55.0,193.0
2549,2021-12-08,SE CON MEN JAN/22,SE,2022-02-01,138.75,212.67465441441442,1.0,249.0,54.0,194.0
2550,2021-12-09,SE CON MEN JAN/22,SE,2022-02-01,,205.90063982903678,1.0,249.0,53.0,195.0
2551,2021-12-10,SE CON MEN JAN/22,SE,2022-02-01,,199.12662524365913,1.0,249.0,52.0,196.0
2552,2021-12-11,SE CON MEN JAN/22,SE,2022-02-01,,192.3526106582815,1.0,249.0,51.0,197.0
2553,2021-12-12,SE CON MEN JAN/22,SE,2022-02-01,,185.57859607290388,1.0,249.0,50.0,198.0
2554,2021-12-13,SE CON MEN JAN/22,SE,2022-02-01,428.9,178.80458148752624,1.0,249.0,49.0,199.0
2555,2021-12-14,SE CON MEN JAN/22,SE,2022-02-01,242.4,160.6893564356436,1.0,249.0,48.0,200.0
2556,2021-12-15,SE CON MEN JAN/22,SE,2022-02-01,144.05,175.2676154113155,1.0,249.0,47.0,201.0
2557,2021-12-16,SE CON MEN JAN/22,SE,2022-02-01,,167.68843136157173,1.0,249.0,46.0,202.0
2558,2021-12-17,SE CON MEN JAN/22,SE,2022-02-01,139.5,160.10924731182797,1.0,249.0,45.0,203.0
2559,2021-12-18,SE CON MEN JAN/22,SE,2022-02-01,,162.77064130092617,1.0,249.0,44.0,204.0
2560,2021-12-19,SE CON MEN JAN/22,SE,2022-02-01,,165.43203529002434,1.0,249.0,43.0,205.0
2561,2021-12-20,SE CON MEN JAN/22,SE,2022-02-01,,168.09342927912255,1.0,249.0,42.0,206.0
2562,2021-12-21,SE CON MEN JAN/22,SE,2022-02-01,,170.75482326822072,1.0,249.0,41.0,207.0
2563,2021-12-22,SE CON MEN JAN/22,SE,2022-02-01,129.8,173.41621725731892,1.0,249.0,40.0,208.0
2564,2021-12-23,SE CON MEN JAN/22,SE,2022-02-01,,163.38349335998322,1.0,249.0,39.0,209.0
2565,2021-12-24,SE CON MEN JAN/22,SE,2022-02-01,,153.35076946264752,1.0,249.0,38.0,210.0
2566,2021-12-25,SE CON MEN JAN/22,SE,2022-02-01,,143.31804556531182,1.0,249.0,37.0,211.0
2567,2021-12-26,SE CON MEN JAN/22,SE,2022-02-01,,133.28532166797612,1.0,249.0,36.0,212.0
2568,2021-12-27,SE CON MEN JAN/22,SE,2022-02-01,264.65,123.25259777064043,1.0,249.0,35.0,213.0
2569,2021-12-28,SE CON MEN JAN/22,SE,2022-02-01,93.4,108.96167023554604,1.0,249.0,34.0,214.0
2570,2021-12-29,SE CON MEN JAN/22,SE,2022-02-01,142.3,97.15541110330287,1.0,249.0,33.0,215.0
2571,2021-12-30,SE CON MEN JAN/22,SE,2022-02-01,,93.603868149658,1.0,249.0,32.0,216.0
2572,2021-12-31,SE CON MEN JAN/22,SE,2022-02-01,,90.05232519601313,1.0,249.0,31.0,217.0
2573,2022-01-01,SE CON MEN FEV/22,SE,2022-03-01,,118.00823711108558,1.0,245.0,58.0,186.0
2574,2022-01-02,SE CON MEN FEV/22,SE,2022-03-01,,110.98554616041424,1.0,245.0,57.0,187.0
2575,2022-01-03,SE CON MEN FEV/22,SE,2022-03-01,147.8,103.9628552097429,1.0,245.0,56.0,188.0
2576,2022-01-04,SE CON MEN FEV/22,SE,2022-03-01,78.81,111.25567821342469,1.0,245.0,55.0,189.0
2577,2022-01-05,SE CON MEN FEV/22,SE,2022-03-01,,110.63557941678985,1.0,245.0,54.0,190.0
2578,2022-01-06,SE CON MEN FEV/22,SE,2022-03-01,129.0,110.01548062015503,1.0,245.0,53.0,191.0
2579,2022-01-07,SE CON MEN FEV/22,SE,2022-03-01,177.5,105.21921126760563,1.0,245.0,52.0,192.0
2580,2022-01-08,SE CON MEN FEV/22,SE,2022-03-01,,102.67339842433448,1.0,245.0,51.0,193.0
2581,2022-01-09,SE CON MEN FEV/22,SE,2022-03-01,,100.12758558106333,1.0,245.0,50.0,194.0
2582,2022-01-10,SE CON MEN FEV/22,SE,2022-03-01,216.05,97.58177273779218,1.0,245.0,49.0,195.0
2583,2022-01-11,SE CON MEN FEV/22,SE,2022-03-01,190.2,93.1314090431125,1.0,245.0,48.0,196.0
2584,2022-01-12,SE CON MEN FEV/22,SE,2022-03-01,,91.28306382891554,1.0,245.0,47.0,197.0
2585,2022-01-13,SE CON MEN FEV/22,SE,2022-03-01,115.5,89.4347186147186,1.0,245.0,46.0,198.0
2586,2022-01-14,SE CON MEN FEV/22,SE,2022-03-01,89.1,89.4675645342312,1.0,245.0,45.0,199.0
2587,2022-01-15,SE CON MEN FEV/22,SE,2022-03-01,,87.66426884379686,1.0,245.0,44.0,200.0
2588,2022-01-16,SE CON MEN FEV/22,SE,2022-03-01,,85.86097315336254,1.0,245.0,43.0,201.0
2589,2022-01-17,SE CON MEN FEV/22,SE,2022-03-01,,84.0576774629282,1.0,245.0,42.0,202.0
2590,2022-01-18,SE CON MEN FEV/22,SE,2022-03-01,,82.25438177249387,1.0,245.0,41.0,203.0
2591,2022-01-19,SE CON MEN FEV/22,SE,2022-03-01,124.3,80.45108608205953,1.0,245.0,40.0,204.0
2592,2022-01-20,SE CON MEN FEV/22,SE,2022-03-01,107.7,75.4020427112349,1.0,245.0,39.0,205.0
2593,2022-01-21,SE CON MEN FEV/22,SE,2022-03-01,,74.082210171078,1.0,245.0,38.0,206.0
2594,2022-01-22,SE CON MEN FEV/22,SE,2022-03-01,,72.7623776309211,1.0,245.0,37.0,207.0
2595,2022-01-23,SE CON MEN FEV/22,SE,2022-03-01,,71.44254509076418,1.0,245.0,36.0,208.0
2596,2022-01-24,SE CON MEN FEV/22,SE,2022-03-01,123.5,70.12271255060729,1.0,245.0,35.0,209.0
2597,2022-01-25,SE CON MEN FEV/22,SE,2022-03-01,26.0,70.25,1.0,245.0,34.0,210.0
2598,2022-01-26,SE CON MEN FEV/22,SE,2022-03-01,160.0,70.05068750000001,1.0,245.0,33.0,211.0
2599,2022-01-27,SE CON MEN FEV/22,SE,2022-03-01,50.5,70.23564356435642,1.0,245.0,32.0,212.0
2600,2022-01-28,SE CON MEN FEV/22,SE,2022-03-01,,68.65228822882287,1.0,245.0,31.0,213.0
2601,2022-01-29,SE CON MEN FEV/22,SE,2022-03-01,,67.06893289328931,1.0,245.0,30.0,214.0
2602,2022-01-30,SE CON MEN FEV/22,SE,2022-03-01,,65.48557755775578,1.0,245.0,29.0,215.0
2603,2022-01-31,SE CON MEN FEV/22,SE,2022-03-01,18.0,63.90222222222222,1.0,245.0,28.0,216.0
2604,2022-02-01,SE CON MEN MAR/22,SE,2022-04-01,,75.60904049990062,1.0,270.0,58.0,211.0
2605,2022-02-02,SE CON MEN MAR/22,SE,2022-04-01,83.1,73.25884476534297,1.0,270.0,57.0,212.0
2606,2022-02-03,SE CON MEN MAR/22,SE,2022-04-01,108.0,72.06481481481481,1.0,270.0,56.0,213.0
2607,2022-02-04,SE CON MEN MAR/22,SE,2022-04-01,47.0,71.12765957446808,1.0,270.0,55.0,214.0
2608,2022-02-05,SE CON MEN MAR/22,SE,2022-04-01,,69.19073270994262,1.0,270.0,54.0,215.0
2609,2022-02-06,SE CON MEN MAR/22,SE,2022-04-01,,67.25380584541718,1.0,270.0,53.0,216.0
2610,2022-02-07,SE CON MEN MAR/22,SE,2022-04-01,157.0,65.31687898089172,1.0,270.0,52.0,217.0
2611,2022-02-08,SE CON MEN MAR/22,SE,2022-04-01,62.0,66.60887096774194,1.0,270.0,51.0,218.0
2612,2022-02-09,SE CON MEN MAR/22,SE,2022-04-01,106.8,64.98043071161048,1.0,270.0,50.0,219.0
2613,2022-02-10,SE CON MEN MAR/22,SE,2022-04-01,51.34,63.433385274639654,1.0,270.0,49.0,220.0
2614,2022-02-11,SE CON MEN MAR/22,SE,2022-04-01,19.0,64.15789473684211,1.0,270.0,48.0,221.0
2615,2022-02-12,SE CON MEN MAR/22,SE,2022-04-01,,64.83288914453712,1.0,270.0,47.0,222.0
2616,2022-02-13,SE CON MEN MAR/22,SE,2022-04-01,,65.50788355223213,1.0,270.0,46.0,223.0
2617,2022-02-14,SE CON MEN MAR/22,SE,2022-04-01,54.9,66.18287795992714,1.0,270.0,45.0,224.0
2618,2022-02-15,SE CON MEN MAR/22,SE,2022-04-01,56.5,65.14814159292035,1.0,270.0,44.0,225.0
2619,2022-02-16,SE CON MEN MAR/22,SE,2022-04-01,47.2,63.83474576271186,1.0,270.0,43.0,226.0
2620,2022-02-17,SE CON MEN MAR/22,SE,2022-04-01,42.0,62.179047619047616,1.0,270.0,42.0,227.0
2621,2022-02-18,SE CON MEN MAR/22,SE,2022-04-01,78.0,63.67307692307692,1.0,270.0,41.0,228.0
2622,2022-02-19,SE CON MEN MAR/22,SE,2022-04-01,,64.14905526855848,1.0,270.0,40.0,229.0
2623,2022-02-20,SE CON MEN MAR/22,SE,2022-04-01,,64.62503361404005,1.0,270.0,39.0,230.0
2624,2022-02-21,SE CON MEN MAR/22,SE,2022-04-01,108.7,65.10101195952161,1.0,270.0,38.0,231.0
2625,2022-02-22,SE CON MEN MAR/22,SE,2022-04-01,142.3,64.17146872803936,1.0,270.0,37.0,232.0
2626,2022-02-23,SE CON MEN MAR/22,SE,2022-04-01,106.5,60.98413145539906,1.0,270.0,36.0,233.0
2627,2022-02-24,SE CON MEN MAR/22,SE,2022-04-01,27.0,60.949629629629634,1.0,270.0,35.0,234.0
2628,2022-02-25,SE CON MEN MAR/22,SE,2022-04-01,4.5,60.04333333333333,1.0,270.0,34.0,235.0
2629,2022-02-26,SE CON MEN MAR/22,SE,2022-04-01,,59.8075,1.0,270.0,33.0,236.0
2630,2022-02-27,SE CON MEN MAR/22,SE,2022-04-01,,59.571666666666665,1.0,270.0,32.0,237.0
2631,2022-02-28,SE CON MEN MAR/22,SE,2022-04-01,,59.335833333333326,1.0,270.0,31.0,238.0
2632,2022-03-01,SE CON MEN ABR/22,SE,2022-05-01,,71.42095238095237,1.0,276.0,60.0,215.0
2633,2022-03-02,SE CON MEN ABR/22,SE,2022-05-01,36.0,70.64861111111111,1.0,276.0,59.0,216.0
2634,2022-03-03,SE CON MEN ABR/22,SE,2022-05-01,58.5,71.74923076923076,1.0,276.0,58.0,217.0
2635,2022-03-04,SE CON MEN ABR/22,SE,2022-05-01,66.6,73.11711711711713,1.0,276.0,57.0,218.0
2636,2022-03-05,SE CON MEN ABR/22,SE,2022-05-01,,73.19325756525758,1.0,276.0,56.0,219.0
2637,2022-03-06,SE CON MEN ABR/22,SE,2022-05-01,,73.26939801339802,1.0,276.0,55.0,220.0
2638,2022-03-07,SE CON MEN ABR/22,SE,2022-05-01,130.0,73.34553846153847,1.0,276.0,54.0,221.0
2639,2022-03-08,SE CON MEN ABR/22,SE,2022-05-01,169.0,72.0414201183432,1.0,276.0,53.0,222.0
2640,2022-03-09,SE CON MEN ABR/22,SE,2022-05-01,129.0,67.65891472868218,1.0,276.0,52.0,223.0
2641,2022-03-10,SE CON MEN ABR/22,SE,2022-05-01,79.0,67.63291139240506,1.0,276.0,51.0,224.0
2642,2022-03-11,SE CON MEN ABR/22,SE,2022-05-01,82.0,66.8780487804878,1.0,276.0,50.0,225.0
2643,2022-03-12,SE CON MEN ABR/22,SE,2022-05-01,,66.08536585365853,1.0,276.0,49.0,226.0
2644,2022-03-13,SE CON MEN ABR/22,SE,2022-05-01,,65.29268292682927,1.0,276.0,48.0,227.0
2645,2022-03-14,SE CON MEN ABR/22,SE,2022-05-01,18.0,64.5,1.0,276.0,47.0,228.0
2646,2022-03-15,SE CON MEN ABR/22,SE,2022-05-01,96.0,64.8125,1.0,276.0,46.0,229.0
2647,2022-03-16,SE CON MEN ABR/22,SE,2022-05-01,77.0,64.8961038961039,1.0,276.0,45.0,230.0
2648,2022-03-17,SE CON MEN ABR/22,SE,2022-05-01,36.0,62.72222222222222,1.0,276.0,44.0,231.0
2649,2022-03-18,SE CON MEN ABR/22,SE,2022-05-01,101.0,62.386138613861384,1.0,276.0,43.0,232.0
2650,2022-03-19,SE CON MEN ABR/22,SE,2022-05-01,,62.04173946806445,1.0,276.0,42.0,233.0
2651,2022-03-20,SE CON MEN ABR/22,SE,2022-05-01,,61.69734032226752,1.0,276.0,41.0,234.0
2652,2022-03-21,SE CON MEN ABR/22,SE,2022-05-01,34.0,61.35294117647059,1.0,276.0,40.0,235.0
2653,2022-03-22,SE CON MEN ABR/22,SE,2022-05-01,15.0,60.733333333333334,1.0,276.0,39.0,236.0
2654,2022-03-23,SE CON MEN ABR/22,SE,2022-05-01,165.0,60.157575757575756,1.0,276.0,38.0,237.0
2655,2022-03-24,SE CON MEN ABR/22,SE,2022-05-01,17.0,60.0,1.0,276.0,37.0,238.0
2656,2022-03-25,SE CON MEN ABR/22,SE,2022-05-01,4.0,58.25,1.0,276.0,36.0,239.0
2657,2022-03-26,SE CON MEN ABR/22,SE,2022-05-01,,58.5,1.0,276.0,35.0,240.0
2658,2022-03-27,SE CON MEN ABR/22,SE,2022-05-01,,58.75,1.0,276.0,34.0,241.0
2659,2022-03-28,SE CON MEN ABR/22,SE,2022-05-01,19.0,59.0,1.0,276.0,33.0,242.0
2660,2022-03-29,SE CON MEN ABR/22,SE,2022-05-01,30.0,58.9,1.0,276.0,32.0,243.0
2661,2022-03-30,SE CON MEN ABR/22,SE,2022-05-01,69.0,58.11594202898551,1.0,276.0,31.0,244.0
2662,2022-03-31,SE CON MEN ABR/22,SE,2022-05-01,79.0,58.620253164556964,1.0,276.0,30.0,245.0
2663,2022-04-01,SE CON MEN MAI/22,SE,2022-06-01,40.0,65.3,1.0,203.0,60.0,142.0
2664,2022-04-02,SE CON MEN MAI/22,SE,2022-06-01,,64.86666666666666,1.0,203.0,59.0,143.0
2665,2022-04-03,SE CON MEN MAI/22,SE,2022-06-01,,64.43333333333334,1.0,203.0,58.0,144.0
2666,2022-04-04,SE CON MEN MAI/22,SE,2022-06-01,10.0,64.0,1.0,203.0,57.0,145.0
2667,2022-04-05,SE CON MEN MAI/22,SE,2022-06-01,50.0,62.44,1.0,203.0,56.0,146.0
2668,2022-04-06,SE CON MEN MAI/22,SE,2022-06-01,38.0,61.81578947368421,1.0,203.0,55.0,147.0
2669,2022-04-07,SE CON MEN MAI/22,SE,2022-06-01,53.0,61.679245283018865,1.0,203.0,54.0,148.0
2670,2022-04-08,SE CON MEN MAI/22,SE,2022-06-01,8.0,64.0,1.0,203.0,53.0,149.0
2671,2022-04-09,SE CON MEN MAI/22,SE,2022-06-01,,63.91056910569106,1.0,203.0,52.0,150.0
2672,2022-04-10,SE CON MEN MAI/22,SE,2022-06-01,,63.82113821138211,1.0,203.0,51.0,151.0
2673,2022-04-11,SE CON MEN MAI/22,SE,2022-06-01,41.0,63.73170731707317,1.0,203.0,50.0,152.0
2674,2022-04-12,SE CON MEN MAI/22,SE,2022-06-01,19.0,63.21052631578947,1.0,203.0,49.0,153.0
2675,2022-04-13,SE CON MEN MAI/22,SE,2022-06-01,24.0,63.208333333333336,1.0,203.0,48.0,154.0
2676,2022-04-14,SE CON MEN MAI/22,SE,2022-06-01,54.0,62.77777777777778,1.0,203.0,47.0,155.0
2677,2022-04-15,SE CON MEN MAI/22,SE,2022-06-01,,62.083333333333336,1.0,203.0,46.0,156.0
2678,2022-04-16,SE CON MEN MAI/22,SE,2022-06-01,,61.388888888888886,1.0,203.0,45.0,157.0
2679,2022-04-17,SE CON MEN MAI/22,SE,2022-06-01,,60.69444444444444,1.0,203.0,44.0,158.0
2680,2022-04-18,SE CON MEN MAI/22,SE,2022-06-01,6.0,60.0,1.0,203.0,43.0,159.0
2681,2022-04-19,SE CON MEN MAI/22,SE,2022-06-01,16.0,60.0625,1.0,203.0,42.0,160.0
2682,2022-04-20,SE CON MEN MAI/22,SE,2022-06-01,37.0,59.4054054054054,1.0,203.0,41.0,161.0
2683,2022-04-21,SE CON MEN MAI/22,SE,2022-06-01,,60.41698841698842,1.0,203.0,40.0,162.0
2684,2022-04-22,SE CON MEN MAI/22,SE,2022-06-01,28.0,61.42857142857143,1.0,203.0,39.0,163.0
2685,2022-04-23,SE CON MEN MAI/22,SE,2022-06-01,,61.0436507936508,1.0,203.0,38.0,164.0
2686,2022-04-24,SE CON MEN MAI/22,SE,2022-06-01,,60.65873015873016,1.0,203.0,37.0,165.0
2687,2022-04-25,SE CON MEN MAI/22,SE,2022-06-01,,60.27380952380952,1.0,203.0,36.0,166.0
2688,2022-04-26,SE CON MEN MAI/22,SE,2022-06-01,18.0,59.888888888888886,1.0,203.0,35.0,167.0
2689,2022-04-27,SE CON MEN MAI/22,SE,2022-06-01,42.0,59.51190476190476,1.0,203.0,34.0,168.0
2690,2022-04-28,SE CON MEN MAI/22,SE,2022-06-01,42.8,59.76635514018692,1.0,203.0,33.0,169.0
2691,2022-04-29,SE CON MEN MAI/22,SE,2022-06-01,3.0,59.0,1.0,203.0,32.0,170.0
2692,2022-04-30,SE CON MEN MAI/22,SE,2022-06-01,,59.04761904761905,1.0,203.0,31.0,171.0
2693,2022-05-01,SE CON MEN JUN/22,SE,2022-07-01,,78.68633803903418,1.0,263.0,60.0,202.0
2694,2022-05-02,SE CON MEN JUN/22,SE,2022-07-01,149.0,79.80536912751678,1.0,263.0,59.0,203.0
2695,2022-05-03,SE CON MEN JUN/22,SE,2022-07-01,68.7,80.31295487627365,1.0,263.0,58.0,204.0
2696,2022-05-04,SE CON MEN JUN/22,SE,2022-07-01,83.0,81.33734939759036,1.0,263.0,57.0,205.0
2697,2022-05-05,SE CON MEN JUN/22,SE,2022-07-01,73.0,81.36986301369863,1.0,263.0,56.0,206.0
2698,2022-05-06,SE CON MEN JUN/22,SE,2022-07-01,92.0,77.91304347826087,1.0,263.0,55.0,207.0
2699,2022-05-07,SE CON MEN JUN/22,SE,2022-07-01,,78.4881282762874,1.0,263.0,54.0,208.0
2700,2022-05-08,SE CON MEN JUN/22,SE,2022-07-01,,79.06321307431391,1.0,263.0,53.0,209.0
2701,2022-05-09,SE CON MEN JUN/22,SE,2022-07-01,94.0,79.63829787234043,1.0,263.0,52.0,210.0
2702,2022-05-10,SE CON MEN JUN/22,SE,2022-07-01,46.0,81.1304347826087,1.0,263.0,51.0,211.0
2703,2022-05-11,SE CON MEN JUN/22,SE,2022-07-01,96.9,80.67647058823529,1.0,263.0,50.0,212.0
2704,2022-05-12,SE CON MEN JUN/22,SE,2022-07-01,241.9,81.5944605208764,1.0,263.0,49.0,213.0
2705,2022-05-13,SE CON MEN JUN/22,SE,2022-07-01,101.0,82.77227722772277,1.0,263.0,48.0,214.0
2706,2022-05-14,SE CON MEN JUN/22,SE,2022-07-01,,84.44467604655202,1.0,263.0,47.0,215.0
2707,2022-05-15,SE CON MEN JUN/22,SE,2022-07-01,,86.11707486538127,1.0,263.0,46.0,216.0
2708,2022-05-16,SE CON MEN JUN/22,SE,2022-07-01,171.0,87.78947368421052,1.0,263.0,45.0,217.0
2709,2022-05-17,SE CON MEN JUN/22,SE,2022-07-01,155.9,85.1347017318794,1.0,263.0,44.0,218.0
2710,2022-05-18,SE CON MEN JUN/22,SE,2022-07-01,192.5,80.55080519480519,1.0,263.0,43.0,219.0
2711,2022-05-19,SE CON MEN JUN/22,SE,2022-07-01,213.8,77.85289990645462,1.0,263.0,42.0,220.0
2712,2022-05-20,SE CON MEN JUN/22,SE,2022-07-01,84.0,78.88095238095238,1.0,263.0,41.0,221.0
2713,2022-05-21,SE CON MEN JUN/22,SE,2022-07-01,,75.85861941675896,1.0,263.0,40.0,222.0
2714,2022-05-22,SE CON MEN JUN/22,SE,2022-07-01,,72.83628645256552,1.0,263.0,39.0,223.0
2715,2022-05-23,SE CON MEN JUN/22,SE,2022-07-01,43.0,69.81395348837209,1.0,263.0,38.0,224.0
2716,2022-05-24,SE CON MEN JUN/22,SE,2022-07-01,96.0,68.46875,1.0,263.0,37.0,225.0
2717,2022-05-25,SE CON MEN JUN/22,SE,2022-07-01,81.9,65.90525030525029,1.0,263.0,36.0,226.0
2718,2022-05-26,SE CON MEN JUN/22,SE,2022-07-01,39.0,63.64102564102564,1.0,263.0,35.0,227.0
2719,2022-05-27,SE CON MEN JUN/22,SE,2022-07-01,41.0,64.39024390243902,1.0,263.0,34.0,228.0
2720,2022-05-28,SE CON MEN JUN/22,SE,2022-07-01,,64.09349593495935,1.0,263.0,33.0,229.0
2721,2022-05-29,SE CON MEN JUN/22,SE,2022-07-01,,63.796747967479675,1.0,263.0,32.0,230.0
