,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc
1044,2017-10-25,SE CON MEN NOV/17,SE,2017-12-01,74.5,389.1154362416107,1.0,128.0,36.0,91.0
1045,2017-10-26,SE CON MEN NOV/17,SE,2017-12-01,136.2,404.5418502202644,1.0,128.0,35.0,92.0
1046,2017-10-27,SE CON MEN NOV/17,SE,2017-12-01,127.6,415.24177115987465,1.0,128.0,34.0,93.0
1047,2017-10-28,SE CON MEN NOV/17,SE,2017-12-01,,413.89118077324974,1.0,128.0,33.0,94.0
1048,2017-10-29,SE CON MEN NOV/17,SE,2017-12-01,,412.5405903866249,1.0,128.0,32.0,95.0
1049,2017-10-30,SE CON MEN NOV/17,SE,2017-12-01,7.0,411.19,1.0,128.0,31.0,96.0
1050,2017-10-31,SE CON MEN NOV/17,SE,2017-12-01,71.5,386.60979020979016,1.0,128.0,30.0,97.0
1051,2017-11-01,SE CON MEN DEZ/17,SE,2018-01-01,69.4,285.88328530259366,1.0,154.0,60.0,93.0
1052,2017-11-02,SE CON MEN DEZ/17,SE,2018-01-01,,276.32956638011035,1.0,154.0,59.0,94.0
1053,2017-11-03,SE CON MEN DEZ/17,SE,2018-01-01,47.2,266.7758474576271,1.0,154.0,58.0,95.0
1054,2017-11-04,SE CON MEN DEZ/17,SE,2018-01-01,,262.10453322571965,1.0,154.0,57.0,96.0
1055,2017-11-05,SE CON MEN DEZ/17,SE,2018-01-01,,257.4332189938122,1.0,154.0,56.0,97.0
1056,2017-11-06,SE CON MEN DEZ/17,SE,2018-01-01,33.6,252.76190476190473,1.0,154.0,55.0,98.0
1057,2017-11-07,SE CON MEN DEZ/17,SE,2018-01-01,26.2,258.2824427480916,1.0,154.0,54.0,99.0
1058,2017-11-08,SE CON MEN DEZ/17,SE,2018-01-01,24.8,265.9516129032258,1.0,154.0,53.0,100.0
1059,2017-11-09,SE CON MEN DEZ/17,SE,2018-01-01,37.6,262.84308510638294,1.0,154.0,52.0,101.0
1060,2017-11-10,SE CON MEN DEZ/17,SE,2018-01-01,48.9,251.90613496932514,1.0,154.0,51.0,102.0
1061,2017-11-11,SE CON MEN DEZ/17,SE,2018-01-01,,246.92820091373267,1.0,154.0,50.0,103.0
1062,2017-11-12,SE CON MEN DEZ/17,SE,2018-01-01,,241.95026685814022,1.0,154.0,49.0,104.0
1063,2017-11-13,SE CON MEN DEZ/17,SE,2018-01-01,125.6,236.97233280254775,1.0,154.0,48.0,105.0
1064,2017-11-14,SE CON MEN DEZ/17,SE,2018-01-01,92.2,223.22559652928422,1.0,154.0,47.0,106.0
1065,2017-11-15,SE CON MEN DEZ/17,SE,2018-01-01,,214.15771168455552,1.0,154.0,46.0,107.0
1066,2017-11-16,SE CON MEN DEZ/17,SE,2018-01-01,92.4,205.08982683982683,1.0,154.0,45.0,108.0
1067,2017-11-17,SE CON MEN DEZ/17,SE,2018-01-01,65.1,186.24078341013825,1.0,154.0,44.0,109.0
1068,2017-11-18,SE CON MEN DEZ/17,SE,2018-01-01,,190.82718894009216,1.0,154.0,43.0,110.0
1069,2017-11-19,SE CON MEN DEZ/17,SE,2018-01-01,,195.4135944700461,1.0,154.0,42.0,111.0
1070,2017-11-20,SE CON MEN DEZ/17,SE,2018-01-01,2.0,200.0,1.0,154.0,41.0,112.0
1071,2017-11-21,SE CON MEN DEZ/17,SE,2018-01-01,59.0,218.69101694915256,1.0,154.0,40.0,113.0
1072,2017-11-22,SE CON MEN DEZ/17,SE,2018-01-01,37.9,218.12084432717677,1.0,154.0,39.0,114.0
1073,2017-11-23,SE CON MEN DEZ/17,SE,2018-01-01,21.5,214.27906976744185,1.0,154.0,38.0,115.0
1074,2017-11-24,SE CON MEN DEZ/17,SE,2018-01-01,15.0,184.73333333333332,1.0,154.0,37.0,116.0
1075,2017-11-25,SE CON MEN DEZ/17,SE,2018-01-01,,179.96042354235422,1.0,154.0,36.0,117.0
1076,2017-11-26,SE CON MEN DEZ/17,SE,2018-01-01,,175.18751375137515,1.0,154.0,35.0,118.0
1077,2017-11-27,SE CON MEN DEZ/17,SE,2018-01-01,40.4,170.41460396039605,1.0,154.0,34.0,119.0
1078,2017-11-28,SE CON MEN DEZ/17,SE,2018-01-01,21.5,158.18372093023254,1.0,154.0,33.0,120.0
1079,2017-11-29,SE CON MEN DEZ/17,SE,2018-01-01,2.5,158.6,1.0,154.0,32.0,121.0
1080,2017-11-30,SE CON MEN DEZ/17,SE,2018-01-01,72.0,171.86111111111111,1.0,154.0,31.0,122.0
1081,2017-12-01,SE CON MEN JAN/18,SE,2018-02-01,17.4,140.08045977011497,1.0,79.0,61.0,17.0
1082,2017-12-02,SE CON MEN JAN/18,SE,2018-02-01,,141.72030651340998,1.0,79.0,60.0,18.0
1083,2017-12-03,SE CON MEN JAN/18,SE,2018-02-01,,143.360153256705,1.0,79.0,59.0,19.0
1084,2017-12-04,SE CON MEN JAN/18,SE,2018-02-01,1.0,145.0,1.0,79.0,58.0,20.0
1085,2017-12-05,SE CON MEN JAN/18,SE,2018-02-01,,147.25,1.0,79.0,57.0,21.0
1086,2017-12-06,SE CON MEN JAN/18,SE,2018-02-01,2.0,149.5,1.0,79.0,56.0,22.0
1087,2017-12-07,SE CON MEN JAN/18,SE,2018-02-01,,155.7,1.0,79.0,55.0,23.0
1088,2017-12-08,SE CON MEN JAN/18,SE,2018-02-01,,161.9,1.0,79.0,54.0,24.0
1089,2017-12-09,SE CON MEN JAN/18,SE,2018-02-01,,168.1,1.0,79.0,53.0,25.0
1090,2017-12-10,SE CON MEN JAN/18,SE,2018-02-01,,174.3,1.0,79.0,52.0,26.0
1091,2017-12-11,SE CON MEN JAN/18,SE,2018-02-01,4.0,180.5,1.0,79.0,51.0,27.0
1092,2017-12-12,SE CON MEN JAN/18,SE,2018-02-01,4.5,178.66666666666666,1.0,79.0,50.0,28.0
1093,2017-12-13,SE CON MEN JAN/18,SE,2018-02-01,,176.33333333333331,1.0,79.0,49.0,29.0
1094,2017-12-14,SE CON MEN JAN/18,SE,2018-02-01,2.0,174.0,1.0,79.0,48.0,30.0
1095,2017-12-15,SE CON MEN JAN/18,SE,2018-02-01,4.0,185.5,1.0,79.0,47.0,31.0
1096,2017-12-16,SE CON MEN JAN/18,SE,2018-02-01,,183.3840579710145,1.0,79.0,46.0,32.0
1097,2017-12-17,SE CON MEN JAN/18,SE,2018-02-01,,181.26811594202897,1.0,79.0,45.0,33.0
1098,2017-12-18,SE CON MEN JAN/18,SE,2018-02-01,23.0,179.15217391304347,1.0,79.0,44.0,34.0
1099,2017-12-19,SE CON MEN JAN/18,SE,2018-02-01,11.0,161.45727272727274,1.0,79.0,43.0,35.0
1100,2017-12-20,SE CON MEN JAN/18,SE,2018-02-01,5.0,171.2,1.0,79.0,42.0,36.0
1101,2017-12-21,SE CON MEN JAN/18,SE,2018-02-01,4.0,173.5,1.0,79.0,41.0,37.0
1102,2017-12-22,SE CON MEN JAN/18,SE,2018-02-01,,177.5589905362776,1.0,79.0,40.0,38.0
1103,2017-12-23,SE CON MEN JAN/18,SE,2018-02-01,,181.6179810725552,1.0,79.0,39.0,39.0
1104,2017-12-24,SE CON MEN JAN/18,SE,2018-02-01,,185.67697160883282,1.0,79.0,38.0,40.0
1105,2017-12-25,SE CON MEN JAN/18,SE,2018-02-01,,189.73596214511042,1.0,79.0,37.0,41.0
1106,2017-12-26,SE CON MEN JAN/18,SE,2018-02-01,31.7,193.79495268138803,1.0,79.0,36.0,42.0
1107,2017-12-27,SE CON MEN JAN/18,SE,2018-02-01,8.0,222.875,1.0,79.0,35.0,43.0
1108,2017-12-28,SE CON MEN JAN/18,SE,2018-02-01,8.1,220.74074074074076,1.0,79.0,34.0,44.0
1109,2017-12-29,SE CON MEN JAN/18,SE,2018-02-01,23.4,188.26923076923077,1.0,79.0,33.0,45.0
1110,2017-12-30,SE CON MEN JAN/18,SE,2018-02-01,,186.9833746898263,1.0,79.0,32.0,46.0
1111,2017-12-31,SE CON MEN JAN/18,SE,2018-02-01,,185.69751861042184,1.0,79.0,31.0,47.0
1112,2018-01-01,SE CON MEN FEV/18,SE,2018-03-01,,183.33441558441558,1.0,63.0,58.0,4.0
1113,2018-01-02,SE CON MEN FEV/18,SE,2018-03-01,,173.9805194805195,1.0,63.0,57.0,5.0
1114,2018-01-03,SE CON MEN FEV/18,SE,2018-03-01,,164.6266233766234,1.0,63.0,56.0,6.0
1115,2018-01-04,SE CON MEN FEV/18,SE,2018-03-01,11.0,155.27272727272728,1.0,63.0,55.0,7.0
1116,2018-01-05,SE CON MEN FEV/18,SE,2018-03-01,17.0,152.23529411764707,1.0,63.0,54.0,8.0
1117,2018-01-06,SE CON MEN FEV/18,SE,2018-03-01,,151.68067226890759,1.0,63.0,53.0,9.0
1118,2018-01-07,SE CON MEN FEV/18,SE,2018-03-01,,151.12605042016807,1.0,63.0,52.0,10.0
1119,2018-01-08,SE CON MEN FEV/18,SE,2018-03-01,7.0,150.57142857142858,1.0,63.0,51.0,11.0
1120,2018-01-09,SE CON MEN FEV/18,SE,2018-03-01,23.0,142.34782608695653,1.0,63.0,50.0,12.0
1121,2018-01-10,SE CON MEN FEV/18,SE,2018-03-01,66.5,130.46015037593986,1.0,63.0,49.0,13.0
1122,2018-01-11,SE CON MEN FEV/18,SE,2018-03-01,6.2,125.7258064516129,1.0,63.0,48.0,14.0
1123,2018-01-12,SE CON MEN FEV/18,SE,2018-03-01,3.2,124.18749999999999,1.0,63.0,47.0,15.0
1124,2018-01-13,SE CON MEN FEV/18,SE,2018-03-01,,120.34722222222221,1.0,63.0,46.0,16.0
1125,2018-01-14,SE CON MEN FEV/18,SE,2018-03-01,,116.50694444444444,1.0,63.0,45.0,17.0
1126,2018-01-15,SE CON MEN FEV/18,SE,2018-03-01,6.0,112.66666666666667,1.0,63.0,44.0,18.0
1127,2018-01-16,SE CON MEN FEV/18,SE,2018-03-01,34.0,122.96323529411765,1.0,63.0,43.0,19.0
1128,2018-01-17,SE CON MEN FEV/18,SE,2018-03-01,22.0,120.54545454545455,1.0,63.0,42.0,20.0
1129,2018-01-18,SE CON MEN FEV/18,SE,2018-03-01,39.0,130.51282051282053,1.0,63.0,41.0,21.0
1130,2018-01-19,SE CON MEN FEV/18,SE,2018-03-01,2.0,134.25,1.0,63.0,40.0,22.0
1131,2018-01-20,SE CON MEN FEV/18,SE,2018-03-01,,137.18072289156626,1.0,63.0,39.0,23.0
1132,2018-01-21,SE CON MEN FEV/18,SE,2018-03-01,,140.11144578313252,1.0,63.0,38.0,24.0
1133,2018-01-22,SE CON MEN FEV/18,SE,2018-03-01,41.5,143.0421686746988,1.0,63.0,37.0,25.0
1134,2018-01-23,SE CON MEN FEV/18,SE,2018-03-01,18.0,136.45555555555555,1.0,63.0,36.0,26.0
1135,2018-01-24,SE CON MEN FEV/18,SE,2018-03-01,27.9,132.55913978494624,1.0,63.0,35.0,27.0
1136,2018-01-25,SE CON MEN FEV/18,SE,2018-03-01,5.4,120.74074074074073,1.0,63.0,34.0,28.0
1137,2018-01-26,SE CON MEN FEV/18,SE,2018-03-01,21.0,134.84285714285713,1.0,63.0,33.0,29.0
1138,2018-01-27,SE CON MEN FEV/18,SE,2018-03-01,,140.7131868131868,1.0,63.0,32.0,30.0
1139,2018-01-28,SE CON MEN FEV/18,SE,2018-03-01,,146.58351648351646,1.0,63.0,31.0,31.0
1140,2018-01-29,SE CON MEN FEV/18,SE,2018-03-01,32.5,152.45384615384614,1.0,63.0,30.0,32.0
1141,2018-01-30,SE CON MEN FEV/18,SE,2018-03-01,40.2,162.9054726368159,1.0,63.0,29.0,33.0
1142,2018-01-31,SE CON MEN FEV/18,SE,2018-03-01,15.0,169.93333333333334,1.0,63.0,28.0,34.0
1143,2018-02-01,SE CON MEN MAR/18,SE,2018-04-01,150.8,198.210875331565,1.0,86.0,58.0,27.0
1144,2018-02-02,SE CON MEN MAR/18,SE,2018-04-01,52.5,188.41904761904763,1.0,86.0,57.0,28.0
1145,2018-02-03,SE CON MEN MAR/18,SE,2018-04-01,,184.17315265451538,1.0,86.0,56.0,29.0
1146,2018-02-04,SE CON MEN MAR/18,SE,2018-04-01,,179.92725768998315,1.0,86.0,55.0,30.0
1147,2018-02-05,SE CON MEN MAR/18,SE,2018-04-01,49.9,175.6813627254509,1.0,86.0,54.0,31.0
1148,2018-02-06,SE CON MEN MAR/18,SE,2018-04-01,86.1,176.69628339140536,1.0,86.0,53.0,32.0
1149,2018-02-07,SE CON MEN MAR/18,SE,2018-04-01,88.0,190.7034090909091,1.0,86.0,52.0,33.0
1150,2018-02-08,SE CON MEN MAR/18,SE,2018-04-01,18.0,184.51666666666668,1.0,86.0,51.0,34.0
1151,2018-02-09,SE CON MEN MAR/18,SE,2018-04-01,25.0,189.28,1.0,86.0,50.0,35.0
1152,2018-02-10,SE CON MEN MAR/18,SE,2018-04-01,,190.84622222222222,1.0,86.0,49.0,36.0
1153,2018-02-11,SE CON MEN MAR/18,SE,2018-04-01,,192.41244444444445,1.0,86.0,48.0,37.0
1154,2018-02-12,SE CON MEN MAR/18,SE,2018-04-01,,193.97866666666667,1.0,86.0,47.0,38.0
1155,2018-02-13,SE CON MEN MAR/18,SE,2018-04-01,,195.5448888888889,1.0,86.0,46.0,39.0
1156,2018-02-14,SE CON MEN MAR/18,SE,2018-04-01,18.0,197.11111111111111,1.0,86.0,45.0,40.0
1157,2018-02-15,SE CON MEN MAR/18,SE,2018-04-01,139.9,203.28431022158688,1.0,86.0,44.0,41.0
1158,2018-02-16,SE CON MEN MAR/18,SE,2018-04-01,132.3,209.54572940287224,1.0,86.0,43.0,42.0
1159,2018-02-17,SE CON MEN MAR/18,SE,2018-04-01,,220.95739656758482,1.0,86.0,42.0,43.0
1160,2018-02-18,SE CON MEN MAR/18,SE,2018-04-01,,232.36906373229738,1.0,86.0,41.0,44.0
1161,2018-02-19,SE CON MEN MAR/18,SE,2018-04-01,150.5,243.78073089700996,1.0,86.0,40.0,45.0
1162,2018-02-20,SE CON MEN MAR/18,SE,2018-04-01,149.9,245.87791861240825,1.0,86.0,39.0,46.0
1163,2018-02-21,SE CON MEN MAR/18,SE,2018-04-01,154.9,242.27424144609424,1.0,86.0,38.0,47.0
1164,2018-02-22,SE CON MEN MAR/18,SE,2018-04-01,271.7,239.77184394552813,1.0,86.0,37.0,48.0
1165,2018-02-23,SE CON MEN MAR/18,SE,2018-04-01,243.6,225.96395730706072,1.0,86.0,36.0,49.0
1166,2018-02-24,SE CON MEN MAR/18,SE,2018-04-01,,226.13934694016868,1.0,86.0,35.0,50.0
1167,2018-02-25,SE CON MEN MAR/18,SE,2018-04-01,,226.31473657327663,1.0,86.0,34.0,51.0
1168,2018-02-26,SE CON MEN MAR/18,SE,2018-04-01,134.7,226.4901262063846,1.0,86.0,33.0,52.0
1169,2018-02-27,SE CON MEN MAR/18,SE,2018-04-01,107.2,223.3022108208955,1.0,86.0,32.0,53.0
1170,2018-02-28,SE CON MEN MAR/18,SE,2018-04-01,104.6,223.67256214149143,1.0,86.0,31.0,54.0
1171,2018-03-01,SE CON MEN ABR/18,SE,2018-05-01,65.4,232.10229357798164,1.0,74.0,60.0,13.0
1172,2018-03-02,SE CON MEN ABR/18,SE,2018-05-01,72.0,236.0680555555556,1.0,74.0,59.0,14.0
1173,2018-03-03,SE CON MEN ABR/18,SE,2018-05-01,,237.75654684095863,1.0,74.0,58.0,15.0
1174,2018-03-04,SE CON MEN ABR/18,SE,2018-05-01,,239.44503812636165,1.0,74.0,57.0,16.0
1175,2018-03-05,SE CON MEN ABR/18,SE,2018-05-01,85.0,241.1335294117647,1.0,74.0,56.0,17.0
1176,2018-03-06,SE CON MEN ABR/18,SE,2018-05-01,89.2,246.8536995515695,1.0,74.0,55.0,18.0
1177,2018-03-07,SE CON MEN ABR/18,SE,2018-05-01,104.9,245.90967588179217,1.0,74.0,54.0,19.0
1178,2018-03-08,SE CON MEN ABR/18,SE,2018-05-01,154.7,243.24072398190046,1.0,74.0,53.0,20.0
1179,2018-03-09,SE CON MEN ABR/18,SE,2018-05-01,77.8,242.6491002570694,1.0,74.0,52.0,21.0
1180,2018-03-10,SE CON MEN ABR/18,SE,2018-05-01,,239.6838252077697,1.0,74.0,51.0,22.0
1181,2018-03-11,SE CON MEN ABR/18,SE,2018-05-01,,236.71855015847,1.0,74.0,50.0,23.0
1182,2018-03-12,SE CON MEN ABR/18,SE,2018-05-01,114.5,233.75327510917032,1.0,74.0,49.0,24.0
1183,2018-03-13,SE CON MEN ABR/18,SE,2018-05-01,154.1,227.55275794938356,1.0,74.0,48.0,25.0
1184,2018-03-14,SE CON MEN ABR/18,SE,2018-05-01,40.0,230.5725,1.0,74.0,47.0,26.0
1185,2018-03-15,SE CON MEN ABR/18,SE,2018-05-01,116.0,233.3176724137931,1.0,74.0,46.0,27.0
1186,2018-03-16,SE CON MEN ABR/18,SE,2018-05-01,102.5,224.67073170731706,1.0,74.0,45.0,28.0
1187,2018-03-17,SE CON MEN ABR/18,SE,2018-05-01,,229.06286914035672,1.0,74.0,44.0,29.0
1188,2018-03-18,SE CON MEN ABR/18,SE,2018-05-01,,233.4550065733964,1.0,74.0,43.0,30.0
1189,2018-03-19,SE CON MEN ABR/18,SE,2018-05-01,124.3,237.84714400643605,1.0,74.0,42.0,31.0
1190,2018-03-20,SE CON MEN ABR/18,SE,2018-05-01,204.9,234.54743777452418,1.0,74.0,41.0,32.0
1191,2018-03-21,SE CON MEN ABR/18,SE,2018-05-01,320.0,220.86065625,1.0,74.0,40.0,33.0
1192,2018-03-22,SE CON MEN ABR/18,SE,2018-05-01,137.9,214.9024655547498,1.0,74.0,39.0,34.0
1193,2018-03-23,SE CON MEN ABR/18,SE,2018-05-01,104.5,217.08612440191388,1.0,74.0,38.0,35.0
1194,2018-03-24,SE CON MEN ABR/18,SE,2018-05-01,,211.45918102421774,1.0,74.0,37.0,36.0
1195,2018-03-25,SE CON MEN ABR/18,SE,2018-05-01,,205.83223764652163,1.0,74.0,36.0,37.0
1196,2018-03-26,SE CON MEN ABR/18,SE,2018-05-01,389.1,200.2052942688255,1.0,74.0,35.0,38.0
1197,2018-03-27,SE CON MEN ABR/18,SE,2018-05-01,520.3,123.03916970978284,1.0,74.0,34.0,39.0
1198,2018-03-28,SE CON MEN ABR/18,SE,2018-05-01,437.09,100.23109657050036,1.0,74.0,33.0,40.0
1199,2018-03-29,SE CON MEN ABR/18,SE,2018-05-01,221.2,93.01356238698011,1.0,74.0,32.0,41.0
1200,2018-03-30,SE CON MEN ABR/18,SE,2018-05-01,,90.85235325741655,1.0,74.0,31.0,42.0
1201,2018-03-31,SE CON MEN ABR/18,SE,2018-05-01,,88.691144127853,1.0,74.0,30.0,43.0
1202,2018-04-01,SE CON MEN MAI/18,SE,2018-06-01,,143.9601482854495,1.0,119.0,60.0,58.0
1203,2018-04-02,SE CON MEN MAI/18,SE,2018-06-01,107.9,138.61353104726598,1.0,119.0,59.0,59.0
1204,2018-04-03,SE CON MEN MAI/18,SE,2018-06-01,82.95,148.1398432790838,1.0,119.0,58.0,60.0
1205,2018-04-04,SE CON MEN MAI/18,SE,2018-06-01,145.05,140.12133746983795,1.0,119.0,57.0,61.0
1206,2018-04-05,SE CON MEN MAI/18,SE,2018-06-01,126.3,149.46856690419634,1.0,119.0,56.0,62.0
1207,2018-04-06,SE CON MEN MAI/18,SE,2018-06-01,115.8,157.5800949913644,1.0,119.0,55.0,63.0
1208,2018-04-07,SE CON MEN MAI/18,SE,2018-06-01,,163.3864716327247,1.0,119.0,54.0,64.0
1209,2018-04-08,SE CON MEN MAI/18,SE,2018-06-01,,169.192848274085,1.0,119.0,53.0,65.0
1210,2018-04-09,SE CON MEN MAI/18,SE,2018-06-01,141.92,174.9992249154453,1.0,119.0,52.0,66.0
1211,2018-04-10,SE CON MEN MAI/18,SE,2018-06-01,64.44,169.62523277467415,1.0,119.0,51.0,67.0
1212,2018-04-11,SE CON MEN MAI/18,SE,2018-06-01,122.5,153.21232653061227,1.0,119.0,50.0,68.0
1213,2018-04-12,SE CON MEN MAI/18,SE,2018-06-01,118.08,134.79894986449867,1.0,119.0,49.0,69.0
1214,2018-04-13,SE CON MEN MAI/18,SE,2018-06-01,12.0,138.58333333333334,1.0,119.0,48.0,70.0
1215,2018-04-14,SE CON MEN MAI/18,SE,2018-06-01,,142.2273268674494,1.0,119.0,47.0,71.0
1216,2018-04-15,SE CON MEN MAI/18,SE,2018-06-01,,145.87132040156544,1.0,119.0,46.0,72.0
1217,2018-04-16,SE CON MEN MAI/18,SE,2018-06-01,65.3,149.5153139356815,1.0,119.0,45.0,73.0
1218,2018-04-17,SE CON MEN MAI/18,SE,2018-06-01,199.64,160.11355439791626,1.0,119.0,44.0,74.0
1219,2018-04-18,SE CON MEN MAI/18,SE,2018-06-01,40.5,162.93827160493828,1.0,119.0,43.0,75.0
1220,2018-04-19,SE CON MEN MAI/18,SE,2018-06-01,138.48,167.91511409589836,1.0,119.0,42.0,76.0
1221,2018-04-20,SE CON MEN MAI/18,SE,2018-06-01,159.2,174.07964824120603,1.0,119.0,41.0,77.0
1222,2018-04-21,SE CON MEN MAI/18,SE,2018-06-01,,179.72670993858182,1.0,119.0,40.0,78.0
1223,2018-04-22,SE CON MEN MAI/18,SE,2018-06-01,,185.37377163595758,1.0,119.0,39.0,79.0
1224,2018-04-23,SE CON MEN MAI/18,SE,2018-06-01,134.4,191.02083333333337,1.0,119.0,38.0,80.0
1225,2018-04-24,SE CON MEN MAI/18,SE,2018-06-01,140.8,190.57244318181816,1.0,119.0,37.0,81.0
1226,2018-04-25,SE CON MEN MAI/18,SE,2018-06-01,88.5,191.54011299435027,1.0,119.0,36.0,82.0
1227,2018-04-26,SE CON MEN MAI/18,SE,2018-06-01,74.5,185.55610738255035,1.0,119.0,35.0,83.0
1228,2018-04-27,SE CON MEN MAI/18,SE,2018-06-01,118.5,189.05257383966244,1.0,119.0,34.0,84.0
1229,2018-04-28,SE CON MEN MAI/18,SE,2018-06-01,,199.07980843324052,1.0,119.0,33.0,85.0
1230,2018-04-29,SE CON MEN MAI/18,SE,2018-06-01,,209.10704302681856,1.0,119.0,32.0,86.0
1231,2018-04-30,SE CON MEN MAI/18,SE,2018-06-01,176.5,219.13427762039663,1.0,119.0,31.0,87.0
1232,2018-05-01,SE CON MEN JUN/18,SE,2018-07-01,,214.14301657704806,1.0,149.0,60.0,88.0
1233,2018-05-02,SE CON MEN JUN/18,SE,2018-07-01,251.4,227.35531026252985,1.0,149.0,59.0,89.0
1234,2018-05-03,SE CON MEN JUN/18,SE,2018-07-01,167.26,256.111503049145,1.0,149.0,58.0,90.0
1235,2018-05-04,SE CON MEN JUN/18,SE,2018-07-01,179.1,245.14070351758792,1.0,149.0,57.0,91.0
1236,2018-05-05,SE CON MEN JUN/18,SE,2018-07-01,,235.4021980225316,1.0,149.0,56.0,92.0
1237,2018-05-06,SE CON MEN JUN/18,SE,2018-07-01,,225.66369252747526,1.0,149.0,55.0,93.0
1238,2018-05-07,SE CON MEN JUN/18,SE,2018-07-01,120.3,215.92518703241893,1.0,149.0,54.0,94.0
1239,2018-05-08,SE CON MEN JUN/18,SE,2018-07-01,197.9,205.84592218292067,1.0,149.0,53.0,95.0
1240,2018-05-09,SE CON MEN JUN/18,SE,2018-07-01,272.2,193.51116825863335,1.0,149.0,52.0,96.0
1241,2018-05-10,SE CON MEN JUN/18,SE,2018-07-01,174.7,199.97595878649116,1.0,149.0,51.0,97.0
1242,2018-05-11,SE CON MEN JUN/18,SE,2018-07-01,211.27,207.25254413783313,1.0,149.0,50.0,98.0
1243,2018-05-12,SE CON MEN JUN/18,SE,2018-07-01,,226.63046672656526,1.0,149.0,49.0,99.0
1244,2018-05-13,SE CON MEN JUN/18,SE,2018-07-01,,246.0083893152974,1.0,149.0,48.0,100.0
1245,2018-05-14,SE CON MEN JUN/18,SE,2018-07-01,325.1,265.3863119040295,1.0,149.0,47.0,101.0
1246,2018-05-15,SE CON MEN JUN/18,SE,2018-07-01,355.9,284.1942961506041,1.0,149.0,46.0,102.0
1247,2018-05-16,SE CON MEN JUN/18,SE,2018-07-01,323.92,296.1121573227958,1.0,149.0,45.0,103.0
1248,2018-05-17,SE CON MEN JUN/18,SE,2018-07-01,286.13,323.195750183483,1.0,149.0,44.0,104.0
1249,2018-05-18,SE CON MEN JUN/18,SE,2018-07-01,182.0,330.11458791208787,1.0,149.0,43.0,105.0
1250,2018-05-19,SE CON MEN JUN/18,SE,2018-07-01,,334.8470341432268,1.0,149.0,42.0,106.0
1251,2018-05-20,SE CON MEN JUN/18,SE,2018-07-01,,339.57948037436574,1.0,149.0,41.0,107.0
1252,2018-05-21,SE CON MEN JUN/18,SE,2018-07-01,239.8,344.31192660550465,1.0,149.0,40.0,108.0
1253,2018-05-22,SE CON MEN JUN/18,SE,2018-07-01,140.37,350.1739687967514,1.0,149.0,39.0,109.0
1254,2018-05-23,SE CON MEN JUN/18,SE,2018-07-01,97.8,347.1303680981595,1.0,149.0,38.0,110.0
1255,2018-05-24,SE CON MEN JUN/18,SE,2018-07-01,169.9,328.87698646262504,1.0,149.0,37.0,111.0
1256,2018-05-25,SE CON MEN JUN/18,SE,2018-07-01,262.3,340.58947769729315,1.0,149.0,36.0,112.0
1257,2018-05-26,SE CON MEN JUN/18,SE,2018-07-01,,333.7831085883189,1.0,149.0,35.0,113.0
1258,2018-05-27,SE CON MEN JUN/18,SE,2018-07-01,,326.97673947934464,1.0,149.0,34.0,114.0
1259,2018-05-28,SE CON MEN JUN/18,SE,2018-07-01,54.0,320.1703703703704,1.0,149.0,33.0,115.0
1260,2018-05-29,SE CON MEN JUN/18,SE,2018-07-01,237.0,317.8594936708861,1.0,149.0,32.0,116.0
1261,2018-05-30,SE CON MEN JUN/18,SE,2018-07-01,177.0,344.6478813559322,1.0,149.0,31.0,117.0
1262,2018-05-31,SE CON MEN JUN/18,SE,2018-07-01,,351.92986293406364,1.0,149.0,30.0,118.0
1263,2018-06-01,SE CON MEN JUL/18,SE,2018-08-01,72.2,319.595567867036,1.0,117.0,60.0,56.0
1264,2018-06-02,SE CON MEN JUL/18,SE,2018-08-01,,327.41194666605696,1.0,117.0,59.0,57.0
1265,2018-06-03,SE CON MEN JUL/18,SE,2018-08-01,,335.228325465078,1.0,117.0,58.0,58.0
1266,2018-06-04,SE CON MEN JUL/18,SE,2018-08-01,72.7,343.044704264099,1.0,117.0,57.0,59.0
1267,2018-06-05,SE CON MEN JUL/18,SE,2018-08-01,110.65,350.37424310890196,1.0,117.0,56.0,60.0
1268,2018-06-06,SE CON MEN JUL/18,SE,2018-08-01,143.81,366.85793755649814,1.0,117.0,55.0,61.0
1269,2018-06-07,SE CON MEN JUL/18,SE,2018-08-01,140.9,365.138750887154,1.0,117.0,54.0,62.0
1270,2018-06-08,SE CON MEN JUL/18,SE,2018-08-01,80.7,376.7251548946717,1.0,117.0,53.0,63.0
1271,2018-06-09,SE CON MEN JUL/18,SE,2018-08-01,,382.1130339849135,1.0,117.0,52.0,64.0
1272,2018-06-10,SE CON MEN JUL/18,SE,2018-08-01,,387.50091307515527,1.0,117.0,51.0,65.0
1273,2018-06-11,SE CON MEN JUL/18,SE,2018-08-01,183.8,392.8887921653971,1.0,117.0,50.0,66.0
1274,2018-06-12,SE CON MEN JUL/18,SE,2018-08-01,142.41,404.87592163471663,1.0,117.0,49.0,67.0
1275,2018-06-13,SE CON MEN JUL/18,SE,2018-08-01,56.5,408.1562831858407,1.0,117.0,48.0,68.0
1276,2018-06-14,SE CON MEN JUL/18,SE,2018-08-01,75.0,412.944,1.0,117.0,47.0,69.0
